Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Occupants,Fatal.Serious.Injuries,Fatal.Serious.Rate,Destroyed,Aircraft.Type
20150706X84840,Accident,GAA15CA158,2015-06-29,"Blanding, UT",United States,037350N,0109290W,BDG,BLANDING MUNI,Non-Fatal,Substantial,Airplane,N2181X,Cessna,337,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The pilot's selection of a departure runway of inadequate length for the density altitude, resulting in the airplane not gaining sufficient lift, departing the runway, and impacting terrain.",25-09-2020,2.0,0.0,0.0,0,Cessna 337
20150630X05144,Accident,WPR15LA201,2015-06-30,"Oak Harbor, WA",United States,048150N,1223919W,OKH,AJ EISENBERG,Non-Fatal,Substantial,Airplane,N9980T,Cessna,182D,No,1.0,Reciprocating,091,Skydiving,0.0,1.0,1.0,0.0,Vmc,"The pilot’s improper preflight fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2.0,1.0,0.5,0,Cessna 182D
20150630X70800,Accident,GAA15CA150,2015-06-30,"Rio Vista, CA",United States,381142N,1214231W,O88,RIO VISTA MUNI,Non-Fatal,Substantial,Airplane,N739WW,Cessna,TR182,No,1.0,Reciprocating,091,Instructional,0.0,1.0,0.0,2.0,Vmc,"The pilot's use of improper procedures during an aborted landing, resulting in a runway excursion and a collision with a canal.",25-09-2020,3.0,1.0,0.3333333333333333,0,Cessna TR182
20150630X85451,Accident,ERA15CA256,2015-06-30,"Raymond, MS",United States,321816N,0902438W,JVW,John Bell Williams Airport,Non-Fatal,Substantial,Airplane,N4027V,Cessna,170,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,The flight instructor's inadequate preflight inspection of the fuel system resulting in a total loss of engine power due to fuel contamination.,25-09-2020,3.0,0.0,0.0,0,Cessna 170
20150701X21125,Accident,WPR15LA203,2015-06-30,"Salt Lake City, UT",United States,404711N,1115824W,SLC,Salt Lake City Intl Airport,Non-Fatal,Substantial,Airplane,N6199D,Beech,C 99,No,2.0,Turbo Prop,135,,0.0,0.0,0.0,2.0,Vmc,The airplane’s unmanageable right yaw during takeoff for reasons that could not be determined because postaccident examination of the rudder and rudder assembly did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2.0,0.0,0.0,0,Beech C 99
20150701X91130,Accident,DCA15CA145,2015-06-30,"Salt Lake City, UT",United States,404459N,0111544W,,,Non-Fatal,Unknown,Airplane,N396DA,Boeing,737 832,No,2.0,Turbo Fan,121,,0.0,0.0,1.0,0.0,Unk,inadvertent contact by beverage cart during cabin service.,25-09-2020,1.0,0.0,0.0,0,Boeing 737 832
20150714X51846,Accident,GAA15CA183,2015-06-30,"Cahokia, IL",United States,383417N,0090935W,CPS,ST LOUIS DOWNTOWN,Non-Fatal,Substantial,Airplane,N3888C,Cessna,180,No,1.0,Reciprocating,091,Flight Test,0.0,0.0,0.0,2.0,Vmc,The pilot's failure to maintain directional control during the landing roll which resulted in a ground loop.,25-09-2020,2.0,0.0,0.0,0,Cessna 180
20150701X23218,Accident,CEN15FA287,2015-07-01,"Quinlan, TX",United States,325653N,0096534W,T14,ROCKIN M,Fatal,Destroyed,Airplane,N6168P,Piper,PA 24-250,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,Vmc,"The pilot's failure to maintain control of the airplane following a loss of engine power during initial climb after takeoff, which resulted in the wing's critical angle-of-attack being exceeded and a subsequent aerodynamic stall.  Also causal was the pilot's inadequate preflight inspection of the airplane's fuel system, which resulted in the loss of engine power due to water contamination.",25-09-2020,2.0,2.0,1.0,1,Piper PA 24-250
20150703X91507,Accident,ERA15LA257,2015-07-01,"Galax Hillsville, VA",United States,364621N,0804917W,HLX,Twin County Airport,Non-Fatal,Substantial,Airplane,N43503,Piper,PA28,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,1.0,Vmc,"The pilot's failure to maintain adequate airspeed while turning onto the final approach leg of the traffic pattern, which led to the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.",25-09-2020,2.0,1.0,0.5,0,Piper PA28
20150708X94019,Accident,GAA15CA168,2015-07-01,"Saratoga, WY",United States,412645N,1064915W,SAA,SHIVELY FIELD,Non-Fatal,Substantial,Airplane,N60691,Cessna,A188B,No,1.0,Reciprocating,137,Aerial Application,0.0,0.0,0.0,1.0,Vmc,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion, and a ground loop.",25-09-2020,1.0,0.0,0.0,0,Cessna A188B
20150703X34853,Accident,WPR15FA206,2015-07-02,"Carey, ID",United States,431349N,1133550W,,,Fatal,Destroyed,Airplane,N8195C,Piper,PA 22-135,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,Vmc,Undetermined because examination of the airplane wreckage did not reveal any anomalies that would have precluded normal operation.,25-09-2020,1.0,1.0,1.0,1,Piper PA 22-135
20150706X41332,Accident,CEN15LA294,2015-07-02,"Louisburg, KS",United States,383345N,0943731W,NONE,Random Ranch,Non-Fatal,Substantial,Airplane,N44SN,Boeing,A75N1 (PT17),No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,A partial loss of engine power for reasons that could not be determined during postaccident examinations.,25-09-2020,1.0,0.0,0.0,0,Boeing A75N1 (PT17)
20150709X34206,Accident,GAA15CA170,2015-07-02,"Oak Island, NC",United States,335559N,0078417W,SUT,CAPE FEAR RGNL JETPORT/HOWIE F,Non-Fatal,Substantial,Airplane,N2080Q,Cessna,T182T,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,Vmc,"The pilot's improper level off and flare, which resulted in a bounced landing and firewall damage.",25-09-2020,4.0,0.0,0.0,0,Cessna T182T
20150703X14100,Accident,ANC15LA044,2015-07-03,"Wasilla, AK",United States,061308N,1493540W,77AK,Tidewater Airport,Non-Fatal,Substantial,Airplane,N9189D,Piper,PA-18,No,1.0,Reciprocating,091,Flight Test,0.0,0.0,0.0,1.0,Vmc,"The partial loss of engine power after takeoff for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.",25-09-2020,1.0,0.0,0.0,0,Piper PA-18
20150703X93830,Accident,CEN15FA289,2015-07-03,"Bartlett, IL",United States,415745N,0088107W,,,Fatal,Destroyed,Airplane,N62681,Cessna,172P,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,Vmc,"The pilot’s loss of airplane control for reasons that could not be determined because an examination of the airplane did not reveal any preimpact abnormalities. ",25-09-2020,1.0,1.0,1.0,1,Cessna 172P
20150706X05023,Accident,CEN15LA292,2015-07-03,"Shenandoah, TX",United States,030119N,0952651W,,,Non-Fatal,Substantial,Airplane,N2320U,Cessna,172D,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,Vmc,"The pilot's delayed application of carburetor heat, which resulted in the total loss of engine power due to carburetor icing during cruise flight.",25-09-2020,1.0,1.0,1.0,0,Cessna 172D
20150707X72048,Accident,GAA15CA162,2015-07-03,"Lubbock, TX",United States,333914N,1014944W,LBB,LUBBOCK PRESTON SMITH INTL,Non-Fatal,Substantial,Airplane,N6326J,Cessna,172N,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,Vmc,The student pilot's improper flare during landing which resulted in abnormal runway contact and damage to the firewall.,25-09-2020,1.0,0.0,0.0,0,Cessna 172N
20150708X00559,Accident,GAA15CA164,2015-07-03,"Twin Falls, ID",United States,042330N,1143112W,,,Non-Fatal,Substantial,Airplane,N8086C,Piper,PA 18-135,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,Vmc,"The pilot's inadequate fuel inspection during his preflight fuel performance planning task, resulting in fuel exhaustion en route, and an emergency landing and collision with terrain.",25-09-2020,1.0,1.0,1.0,0,Piper PA 18-135
20150704X21503,Accident,WPR15CA207,2015-07-04,"Carlsbad, CA",United States,335830N,1173812W,,,Non-Fatal,Substantial,Airplane,N8075P,Piper,PA 18-150,No,1.0,Reciprocating,091,Banner Tow,0.0,0.0,0.0,1.0,Vmc,The pilot's failure to manage the fuel system properly during a banner tow operation resulting in a loss of engine power due to fuel starvation.,25-09-2020,1.0,0.0,0.0,0,Piper PA 18-150
20150704X24851,Accident,WPR15FA208,2015-07-04,"Salem, OR",United States,044559N,0123026W,SLE,McNary Field,Fatal,Substantial,Airplane,N5608Q,Mooney,M20E,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,Vmc,"The pilot's unstabilized approach and delayed remedial action, which resulted in a porpoise during landing. Also causal to the accident was the pilot’s exceedance of the airplane's critical angle-of-attack during the subsequent aborted landing, which resulted in a low altitude stall/spin.",25-09-2020,1.0,1.0,1.0,0,Mooney M20E
20150704X65647,Accident,CEN15FA291,2015-07-04,"Portland, TX",United States,275234N,0971811W,,,Fatal,Substantial,Airplane,N10497,Champion,7BCM,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,Vmc,"The pilot’s ostentatious low-altitude aerobatic display, which resulted in an aerodynamic stall/spin when he exceeded the airplane’s critical angle of attack. Contributing to the accident was the pilot’s impairment due to alcohol and drugs. ",25-09-2020,2.0,2.0,1.0,0,Champion 7BCM
20150708X72934,Accident,GAA15CA165,2015-07-04,"Comanche, OK",United States,341848N,0975947W,,Wildlife Ranch (Pvt.),Non-Fatal,Substantial,Airplane,N317MA,Aviat Aircraft Inc,A-1C-180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The pilot's failure to maintain proper pitch control during touchdown, which resulted in a nose over and impact with terrain.",25-09-2020,2.0,0.0,0.0,0,Aviat Aircraft Inc A-1C-180
20150714X25105,Accident,GAA15CA178,2015-07-04,"Newton, KS",United States,038321N,0971635W,EWK,NEWTON-CITY-COUNTY,Non-Fatal,Substantial,Airplane,N7985P,Piper,PA 24-250,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"The failure of the right main landing gear down-lock micro switch, which resulted in a landing gear collapse during landing, and the pilot/owner's unfamiliarity with the emergency landing gear extension procedure. Contributing to the accident was the flight instructor's lack of experience in this make and model airplane and unfamiliarity with the emergency landing gear extension procedure.",25-09-2020,2.0,0.0,0.0,0,Piper PA 24-250
20150716X23930,Accident,GAA15CA186,2015-07-04,"Arcadia, FL",United States,271144N,0815014W,X06,ARCADIA MUNI,Non-Fatal,Substantial,Airplane,N3274U,Piper,J3C,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot's failure to maintain directional control during the landing, which resulted in a runway excursion and collision with terrain.",25-09-2020,1.0,0.0,0.0,0,Piper J3C
20150706X20035,Accident,CEN15CA293,2015-07-05,"Crawfordsville, IN",United States,395832N,0865511W,,,Non-Fatal,Substantial,Airplane,N625EH,Cessna,A188B,No,1.0,Reciprocating,137,Aerial Application,0.0,0.0,1.0,0.0,Vmc,The pilot's failure to maintain clearance from the powerline during an aerial application operations.,25-09-2020,1.0,0.0,0.0,0,Cessna A188B
20150706X51606,Accident,ANC15LA046,2015-07-05,"Anchorage, AK",United States,061438N,1494948W,,,Non-Fatal,Substantial,Airplane,N4861D,Cessna,182,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,"The total loss of engine power due to carburetor icing, which resulted from the pilot’s failure to use carburetor heat.",25-09-2020,3.0,0.0,0.0,0,Cessna 182
20150708X95117,Accident,CEN15WA299,2015-07-05,"Kempton, Germany, Germany",Germany,,,,,Fatal,Substantial,Airplane,N4708W,Rockwell International,112TCA,No,1.0,,NUSN,,1.0,0.0,1.0,0.0,,,25-09-2020,2.0,1.0,0.5,0,Rockwell International 112TCA
20150713X13009,Accident,CEN15LA303,2015-07-05,"Cincinnati, OH",United States,039155N,0841621W,,,Non-Fatal,Substantial,Airplane,N354BM,Aviat Aircraft Inc,A-1C-180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s inadequate preflight inspection and fuel planning, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020,1.0,0.0,0.0,0,Aviat Aircraft Inc A-1C-180
20150731X44501,Incident,WPR15WA225,2015-07-05,"Tamuning,",United States,013292N,1444749E,,,Non-Fatal,Minor,Airplane,HL8224,Boeing,737-800,No,,,,,0.0,0.0,0.0,82.0,,,25-09-2020,82.0,0.0,0.0,0,Boeing 737-800
20150709X73022,Accident,GAA15CA173,2015-07-06,"Athens, TN",United States,352414N,0843332W,MMI,MCMINN COUNTY,Non-Fatal,Substantial,Airplane,N234CF,Cessna,182,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,Vmc,"The failure of the taxiway surface due to a sink hole, which resulted in the right main landing gear sinking into terrain causing substantial damage to the fuselage.",25-09-2020,4.0,0.0,0.0,0,Cessna 182
20150707X05738,Accident,ERA15LA258,2015-07-07,"Oneonta, NY",United States,042380N,0007440W,,,Non-Fatal,Substantial,Airplane,N59024,Cessna,T210L,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,Vmc,"The pilot's inadequate preflight inspection and fuel planning, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,1.0,0.0,0.0,0,Cessna T210L
20150707X10125,Accident,CEN15LA298,2015-07-07,"Houston, TX",United States,295821N,0095274W,IAH,GEORGE BUSH INTERCONTINENTAL/H,Non-Fatal,Substantial,Airplane,N422PB,Cirrus Design Corp,SR22,No,1.0,Reciprocating,091,Business,0.0,2.0,0.0,0.0,Vmc,"Maintenance personnel's improper installation of the propeller governor, which resulted in damage to the governor drive gear and its subsequent failure and a subsequent loss of engine power.",25-09-2020,2.0,2.0,1.0,0,Cirrus Design Corp SR22
20150707X22207,Accident,ERA15MA259,2015-07-07,"Moncks Corner, SC",United States,033939N,0795928W,MKS,BERKELEY COUNTY,Fatal,Destroyed,Airplane,N3601V,Cessna,150M,No,1.0,Reciprocating,091,Personal,2.0,1.0,0.0,0.0,Vmc,"The approach controller's failure to provide an appropriate resolution to the conflict between the F-16 and the Cessna. Contributing to the accident were the inherent limitations of the see-and-avoid concept, resulting in both pilots' inability to take evasive action in time to avert the collision.",15-06-2021,3.0,3.0,1.0,1,Cessna 150M
20150810X40745,Incident,ENG15WA029,2015-07-07,"Niigata, Japan",Japan,,,,,,Unknown,Airplane,JA06FJ,Embraer,ERJ170 - 200STD,No,,,,,0.0,0.0,0.0,0.0,Unk,,25-09-2020,0.0,0.0,0.0,0,Embraer ERJ170 - 200STD
20150709X65917,Accident,CEN15LA301,2015-07-08,"Oakdale, LA",United States,305425N,0092399W,,Private,Non-Fatal,Substantial,Airplane,N3949K,Piper,PA 28-140,No,1.0,Reciprocating,091,Personal,0.0,0.0,2.0,0.0,Vmc,The pilot's inadequate preflight planning resulting in the airplane not having adequate performance to climb and clear the trees off the end of the dirt runway.,25-09-2020,2.0,0.0,0.0,0,Piper PA 28-140
20150710X04415,Accident,GAA15CA175,2015-07-09,"Renton, WA",United States,472952N,1221257W,RNT,RENTON MUNI,Non-Fatal,Substantial,Airplane,N12MM,Cessna,150J,No,1.0,Reciprocating,091,Banner Tow,0.0,1.0,0.0,0.0,Vmc,"The pilot's failure to maintain adequate airspeed, which resulted in the airplane exceeding its critical angle of attack and a subsequent aerodynamic stall/spin.",25-09-2020,1.0,1.0,1.0,0,Cessna 150J
20150710X82210,Accident,WPR15LA209,2015-07-10,"Phoenix, AZ",United States,334111N,0112434W,DVT,Phoenix Deer Valley Airport,Non-Fatal,Substantial,Airplane,N9152V,Mooney,M 20G,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"The pilots' failure to apply carburetor heat during the approach for landing, which resulted in a total loss of engine power due to carburetor icing.",25-09-2020,2.0,0.0,0.0,0,Mooney M 20G
20150716X95232,Accident,ERA15LA268,2015-07-10,"Buffalo, NY",United States,425642N,0784418W,BUF,Buffalo Niagara International,Non-Fatal,Substantial,Airplane,C-FHER,Cessna,170,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot’s failure to maintain directional control of the airplane during the landing with a light quartering tailwind, which resulted in the failure of the landing gear and a subsequent ground loop.
",25-09-2020,1.0,0.0,0.0,0,Cessna 170
20150714X62513,Accident,WPR15FA212,2015-07-11,"Mazama, WA",United States,483116N,1204448W,,,Fatal,Destroyed,Airplane,N8749A,Beech,A35,No,1.0,Reciprocating,091,Personal,2.0,0.0,1.0,0.0,Vmc,"The noninstrument-rated pilot’s decision to continue visual flight into instrument meteorological conditions, which resulted in his failure to maintain clearance from mountainous terrain.
",25-09-2020,3.0,2.0,0.6666666666666666,1,Beech A35
20150714X75059,Accident,ERA15LA265,2015-07-11,"Mount Dora, FL",United States,028506N,0813743W,X55,MID FLORIDA AIR SERVICE,Non-Fatal,Substantial,Airplane,N28864,Luscombe,8A,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"Excessive particulate contamination in the fuel tank, which resulted in the interruption of the fuel flow to the engine and a partial loss of power. The source of the contamination could not be determined based on the available information.",25-09-2020,2.0,0.0,0.0,0,Luscombe 8A
20150716X91546,Accident,WPR15FA215,2015-07-11,"Twin Sisters Mtn, WA",United States,484122N,1215813W,,,Fatal,Destroyed,Airplane,N9712D,Piper,PA 22-160,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,Vmc,"The noninstrument-rated pilot's continued visual flight into instrument meteorological conditions, which resulted in controlled flight into mountainous terrain.",25-09-2020,2.0,2.0,1.0,1,Piper PA 22-160
20150805X70830,Accident,GAA15CA213,2015-07-11,"Dauphin Island, AL",United States,301538N,0088740W,4R9,DAUPHIN ISLAND,Non-Fatal,Substantial,Airplane,N185DK,Cessna,A185F,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,The pilot's loss of directional control during the landing roll in gusty wind conditions which resulted in a ground loop and impact with terrain.,25-09-2020,2.0,0.0,0.0,0,Cessna A185F
20150731X22508,Incident,DCA15WA159,2015-07-12,"Singapore, Senegal",Senegal,,,,,,Unknown,Airplane,JA606J,Boeing,767 - 346,No,,,,,0.0,0.0,0.0,0.0,,,25-09-2020,0.0,0.0,0.0,0,Boeing 767 - 346
20150713X41721,Accident,ERA15LA263,2015-07-12,"Stafford Twp, NJ",United States,394150N,0741553W,31E,EAGLES NEST,Non-Fatal,Substantial,Airplane,N315EC,Cessna,210 5A(205A),No,1.0,Reciprocating,091,Skydiving,0.0,1.0,0.0,4.0,Vmc,"The total loss of engine power due to the failure of the crankshaft, which resulted from a mechanic's failure to properly torque the engine cylinder through bolts.",25-09-2020,5.0,1.0,0.2,0,Cessna 210 5A(205A)
20150713X43208,Accident,CEN15CA304,2015-07-12,"South St. Paul, MN",United States,445126N,0093158W,SGS,South St. Paul Municipal Airpo,Non-Fatal,Substantial,Airplane,N5139J,Cessna,340,No,2.0,Reciprocating,091,Positioning,0.0,0.0,0.0,1.0,Imc,The airplane's inability to takeoff for reasons that could not be determined because postaccident examination of the airplane revealed no anomalies. The aborted takeoff resulted in a runway overrun and impact with a fence.,25-09-2020,1.0,0.0,0.0,0,Cessna 340
20150713X85701,Accident,ANC15LA048,2015-07-12,"Juneau, AK",United States,582124N,1343449W,JNU,JUNEAU INTL,Non-Fatal,Substantial,Airplane,N3607Y,Cessna,210,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"A loss of hydraulic fluid due to a fractured left main landing gear hydraulic actuator as a result of a fatigue crack, which led to the landing gear collapsing upon touchdown.
",25-09-2020,2.0,0.0,0.0,0,Cessna 210
20150813X00148,Accident,CEN15LA357,2015-07-13,"Clifton, TX",United States,031492N,0973410W,7F7,CLIFTON MUNI/ISENHOWER FIELD,Non-Fatal,Destroyed,Airplane,N7768Y,Piper,PA 30,No,2.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,Vmc,"The pilot's failure to maintain control during a precautionary landing following a total loss of power to one engine. The reason for the loss of engine power could not be determined based on available information.",25-09-2020,1.0,1.0,1.0,1,Piper PA 30
20150714X65632,Accident,CEN15FA305,2015-07-14,"Brazoria, TX",United States,285423N,0953615W,,,Fatal,Destroyed,Airplane,N555PK,Piper,PA 32-300,No,1.0,Reciprocating,091,Instructional,2.0,0.0,0.0,0.0,Vmc,The student pilot's failure to arrest the descent in a timely manner and the flight instructor's failure to safely intervene in the routine training maneuver for reasons that could not be determined based on the information available.,25-09-2020,2.0,2.0,1.0,1,Piper PA 32-300
20150714X71704,Accident,GAA15CA184,2015-07-14,"Buhl, ID",United States,423547N,1144747W,U03,BUHL MUNI,Non-Fatal,Substantial,Airplane,N3795M,Piper,PA 12,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,Vmc,"The student/instructed pilot lost directional control during the landing roll, resulting in a runway excursion, and ground loop.",25-09-2020,2.0,0.0,0.0,0,Piper PA 12
20150721X85141,Accident,ANC15CA051,2015-07-14,"Homer, AK",United States,621048N,1595027W,,,Non-Fatal,Substantial,Airplane,N72784,Cessna,140,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,The pilot's decision to fly at a low altitude in mountainous terrain and weather conditions conducive to downdrafts.,25-09-2020,2.0,0.0,0.0,0,Cessna 140
20150724X83754,Incident,ENG15WA027,2015-07-14,"Incheon, Republic of Korea, South Korea",South Korea,,,ICN,Incheon International Airport,Non-Fatal,Unknown,Airplane,HL8282,Airbus,A330 - 323,No,2.0,Turbo Fan,,,0.0,0.0,0.0,123.0,,,25-09-2020,123.0,0.0,0.0,0,Airbus A330 - 323
20150728X52812,Accident,CEN15LA323,2015-07-14,"Fults, IL",United States,381123N,0901426W,,,Non-Fatal,Destroyed,Airplane,N2764G,Cessna,182B,No,1.0,Reciprocating,091,Skydiving,0.0,0.0,0.0,1.0,Vmc,"The malfunction of the flap assembly, which resulted in a restriction of aileron control. Contributing to the accident was maintenance personnel’s inadequate inspection of a corroded flap control cable.",25-09-2020,1.0,0.0,0.0,1,Cessna 182B
20150716X85404,Accident,WPR15CA214,2015-07-15,"Laurier, WA",United States,485954N,1181318W,K69S,Avey Field,Non-Fatal,Substantial,Airplane,C-GDYN,Piper,PA-28-151,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,Vmc,"The pilot's inadequate decision to continue the approach, which resulted in a  long landing and insufficient runway remaining to stop the airplane before it departed the end of the runway.",25-09-2020,1.0,1.0,1.0,0,Piper PA-28-151
20150717X74403,Accident,GAA15CA188,2015-07-15,"Kingsland, TX",United States,030411N,0098251W,44TE,SHIRLEY WILLIAMS,Non-Fatal,Substantial,Airplane,N8305V,Champion,7GCAA,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The pilot's failure to maintain pitch attitude which resulted in an aerodynamic stall, hard landing and a loss of directional control.",25-09-2020,2.0,0.0,0.0,0,Champion 7GCAA
20150819X30131,Accident,CEN15WA368,2015-07-15,"Varberg, Sweden",Sweden,057730N,0121343E,,,Non-Fatal,Destroyed,Airplane,SE-MCB,Piper,PA-32R-300,No,,,,,0.0,1.0,0.0,5.0,,,25-09-2020,6.0,1.0,0.16666666666666666,1,Piper PA-32R-300
20151203X82438,Incident,ENG15WA036,2015-07-16,"Quetta, Pakistan",Pakistan,301424N,0665624E,OPQT,Quetta International Airport,,Minor,Airplane,AP-BJT,Boeing,737,No,,,,,0.0,0.0,0.0,0.0,Unk,,25-09-2020,0.0,0.0,0.0,0,Boeing 737
20150803X40154,Accident,GAA15CA207,2015-07-16,"Rosamond, CA",United States,345214N,1181220W,L00,ROSAMOND SKYPARK,Non-Fatal,Substantial,Airplane,N8028A,Cessna,170B,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,Vmc,"The pilot's failure to maintain directional control during the takeoff roll, resulting in a collision with terrain.",25-09-2020,3.0,0.0,0.0,0,Cessna 170B
20150718X04523,Accident,ANC15FA049,2015-07-17,"Juneau, AK",United States,058207N,0013541W,,,Fatal,Substantial,Airplane,N62AK,Cessna,207A,No,1.0,Reciprocating,135,,1.0,0.0,4.0,0.0,Vmc,"The pilot's decision to initiate and continue visual flight into instrument meteorological conditions, which resulted in a loss of situational awareness and controlled flight into terrain. Contributing to the accident were the company's failure to follow its operational control and flight release procedures and its inadequate training and oversight of operational control personnel. Also contributing to the accident was the Federal Aviation Administration's failure to hold the company accountable for correcting known regulatory deficiencies and ensuring that it complied with its operational control procedures.",25-09-2020,5.0,1.0,0.2,0,Cessna 207A
20150721X83402,Accident,CEN15LA309,2015-07-17,"Anoka, MN",United States,045829N,0931236W,ANE,ANOKA COUNTY-BLAINE ARPT(JANES,Non-Fatal,Substantial,Airplane,N6511V,Cessna,172RG,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,Failure of the left landing gear actuator for reasons that could not be determined because the actuator was not made available for examination.,25-09-2020,2.0,0.0,0.0,0,Cessna 172RG
20150821X24627,Accident,CEN15CA373,2015-07-17,"Alexandria, IN",United States,401357N,0853815W,I99,Alexandria Airport,Non-Fatal,Substantial,Airplane,N2765H,Ercoupe,415-C,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,The pilot's failure to maintain/attain adequate airspeed and attitude during landing that resulted in a hard landing. Contributing was the pilot's diverted attention to air traffic and the reduction of perceptible audio cues due to noise attenuating headsets.,25-09-2020,1.0,0.0,0.0,0,Ercoupe 415-C
20150719X03208,Accident,CEN15FA307,2015-07-18,"Cody, WY",United States,443621N,0109259W,,,Fatal,Destroyed,Airplane,N72TP,Cessna,T310R,No,,,091,Personal,4.0,0.0,0.0,0.0,Vmc,The pilot's loss of airplane control following the loss of power in the left engine; the reason for the loss of power could not be determined during postaccident engine examination.,25-09-2020,4.0,4.0,1.0,1,Cessna T310R
20150720X85830,Accident,GAA15CA189,2015-07-18,"Hanksville, UT",United States,383358N,1105725W,U660,Hidden Splendor,Non-Fatal,Substantial,Airplane,N735JB,Cessna,182Q,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,Vmc,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and a collision with terrain.",25-09-2020,2.0,0.0,0.0,0,Cessna 182Q
20150721X35454,Accident,GAA15CA190,2015-07-18,"Greensboro, NC",United States,361025N,0794811W,W88,Air Harbor,Non-Fatal,Substantial,Airplane,N96ML,Piper,PA 32-300,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The pilot's decision to continue the approach after realizing the intended parameters were not attainable, resulting in a runway over-shoot, a loss of control on the ground and the consequent collision with trees.",25-09-2020,1.0,0.0,0.0,0,Piper PA 32-300
20150722X93738,Accident,GAA15CA192,2015-07-18,"Fairfield, NC",United States,353338N,0076144W,23NR,WHITFIELD'S EAST,Non-Fatal,Substantial,Airplane,N5453V,Cessna,R172K,No,1.0,Reciprocating,091,Business,0.0,0.0,0.0,2.0,Vmc,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and impact with terrain.",25-09-2020,2.0,0.0,0.0,0,Cessna R172K
20150811X91854,Accident,CEN15LA346,2015-07-18,"Saint Martin Island, MI",United States,453619N,0087925W,,,Non-Fatal,Substantial,Airplane,CFGGS,Ercoupe,415,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,Vmc,"The failure of a connecting rod bearing, which resulted in a loss of engine power.
",25-09-2020,1.0,0.0,0.0,0,Ercoupe 415
